,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
74,0.21181893348693848,0.02388717172340311,0.0007170677185058594,0.0014341354370117185,0.1,"(32,)",13,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 13}",0.8892857142857142,0.8857142857142857,0.8761904761904762,0.8607142857142858,0.8976190476190476,0.881904761904762,0.012630273533214121,1183
75,0.17071995735168458,0.012901114690476324,0.003226184844970703,0.006452369689941406,0.1,"(32,)",14,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 14}",0.9083333333333333,0.9107142857142857,0.9071428571428571,0.8845238095238095,0.9023809523809524,0.9026190476190477,0.009446111630893995,1144
76,0.18124895095825194,0.01732493560175296,0.0,0.0,0.1,"(32,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 15}",0.9202380952380952,0.9238095238095239,0.9071428571428571,0.8952380952380953,0.8976190476190476,0.9088095238095238,0.011556820094772938,1126
77,0.2196107864379883,0.05352219316916467,0.006249666213989258,0.007654246706245626,0.1,"(32,)",16,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 16}",0.9595238095238096,0.9464285714285714,0.9226190476190477,0.9357142857142857,0.9476190476190476,0.9423809523809524,0.01243121664972057,954
78,0.18528528213500978,0.03217531059507819,0.0,0.0,0.1,"(32,)",17,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 17}",0.9404761904761905,0.9511904761904761,0.944047619047619,0.955952380952381,0.9511904761904761,0.9485714285714286,0.005553287518900296,890
79,0.19065871238708496,0.027549744090836513,0.0062273979187011715,0.007627054585206018,0.1,"(32,)",18,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 18}",0.975,0.9404761904761905,0.9333333333333333,0.9392857142857143,0.9404761904761905,0.9457142857142857,0.01488047618285689,923
80,0.21161284446716308,0.04001459386309636,0.0,0.0,0.1,"(32,)",19,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 19}",0.9702380952380952,0.925,0.9464285714285714,0.9416666666666667,0.9226190476190477,0.9411904761904761,0.017195685795493108,963
81,0.2068932056427002,0.028408876315565355,0.006840276718139649,0.007230236945427758,0.1,"(32,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 20}",0.9607142857142857,0.9738095238095238,0.9619047619047619,0.9535714285714286,0.9488095238095238,0.9597619047619048,0.008498365855987972,745
82,0.20871076583862305,0.04877465428721602,0.0006352424621582031,0.0012704849243164063,0.1,"(32,)",21,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 21}",0.9416666666666667,0.9416666666666667,0.9369047619047619,0.9011904761904762,0.9428571428571428,0.9328571428571429,0.015964813918323998,1027
83,0.28387274742126467,0.028309176151391516,0.0,0.0,0.1,"(32,)",22,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 22}",0.9797619047619047,0.9738095238095238,0.9714285714285714,0.9726190476190476,0.9642857142857143,0.9723809523809523,0.004960158727618949,483
84,0.20983986854553222,0.05235899168859412,0.0031192779541015627,0.006238555908203125,0.1,"(32,)",23,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 23}",0.969047619047619,0.969047619047619,0.9714285714285714,0.9488095238095238,0.9714285714285714,0.965952380952381,0.008637312927246229,635
85,0.14234647750854493,0.029708038575368665,0.006245946884155274,0.007649808344089163,0.1,"(32,)",24,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 24}",0.8845238095238095,0.9488095238095238,0.9178571428571428,0.9166666666666666,0.9142857142857143,0.9164285714285715,0.020362363574500282,1102
86,0.21794261932373046,0.033640239718481124,0.0,0.0,0.1,"(32,)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 25}",0.9726190476190476,0.969047619047619,0.9785714285714285,0.9773809523809524,0.986904761904762,0.9769047619047619,0.006051554774828031,341
87,0.22006258964538575,0.009856300124865469,0.0,0.0,0.1,"(32,)",26,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 26}",0.9666666666666667,0.9761904761904762,0.9583333333333334,0.9547619047619048,0.955952380952381,0.9623809523809523,0.008060148038005093,713
88,0.17591338157653807,0.02533910410242587,0.0,0.0,0.1,"(32,)",27,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 27}",0.9476190476190476,0.9654761904761905,0.9630952380952381,0.9511904761904761,0.9630952380952381,0.9580952380952381,0.007237468644557487,761
89,0.20423579216003418,0.028097122656757772,0.0,0.0,0.1,"(32,)",28,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 28}",0.9809523809523809,0.9666666666666667,0.9654761904761905,0.9404761904761905,0.9678571428571429,0.9642857142857142,0.013149239306175304,674
90,0.1945199489593506,0.02448574378745053,0.0009203910827636719,0.0018407821655273438,0.1,"(32,)",29,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 29}",0.9452380952380952,0.95,0.925,0.9369047619047619,0.9571428571428572,0.9428571428571428,0.011091252094144861,950
91,0.19054059982299804,0.041252118654260136,0.0,0.0,0.1,"(32,)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (32,), 'rp__n_components': 30}",0.9476190476190476,0.969047619047619,0.9321428571428572,0.9416666666666667,0.9714285714285714,0.9523809523809523,0.015411954602554527,846
